Batch	scan003
UV4-200 024715	None
Sample001 Cycle01	11/11/2022 13:54:11PM
nm	A
400.00	1.029
401.00	1.027
402.00	1.025
403.00	1.024
404.00	1.020
405.00	1.018
406.00	1.016
407.00	1.014
408.00	1.011
409.00	1.010
410.00	1.008
411.00	1.007
412.00	1.006
413.00	1.002
414.00	1.001
415.00	1.001
416.00	0.998
417.00	0.996
418.00	0.995
419.00	0.993
420.00	0.991
421.00	0.990
422.00	0.987
423.00	0.987
424.00	0.985
425.00	0.985
426.00	0.983
427.00	0.981
428.00	0.981
429.00	0.979
430.00	0.978
431.00	0.977
432.00	0.976
433.00	0.975
434.00	0.974
435.00	0.973
436.00	0.973
437.00	0.972
438.00	0.971
439.00	0.971
440.00	0.969
441.00	0.970
442.00	0.969
443.00	0.968
444.00	0.967
445.00	0.966
446.00	0.967
447.00	0.966
448.00	0.966
449.00	0.966
450.00	0.966
451.00	0.967
452.00	0.966
453.00	0.968
454.00	0.969
455.00	0.969
456.00	0.969
457.00	0.971
458.00	0.972
459.00	0.972
460.00	0.973
461.00	0.974
462.00	0.975
463.00	0.977
464.00	0.978
465.00	0.980
466.00	0.982
467.00	0.984
468.00	0.985
469.00	0.988
470.00	0.988
471.00	0.992
472.00	0.994
473.00	0.997
474.00	0.999
475.00	1.004
476.00	1.006
477.00	1.008
478.00	1.013
479.00	1.016
480.00	1.020
481.00	1.024
482.00	1.029
483.00	1.033
484.00	1.037
485.00	1.041
486.00	1.047
487.00	1.051
488.00	1.056
489.00	1.061
490.00	1.065
491.00	1.070
492.00	1.075
493.00	1.080
494.00	1.085
495.00	1.090
496.00	1.095
497.00	1.101
498.00	1.105
499.00	1.111
500.00	1.115
501.00	1.120
502.00	1.126
503.00	1.131
504.00	1.135
505.00	1.140
506.00	1.145
507.00	1.149
508.00	1.153
509.00	1.158
510.00	1.161
511.00	1.165
512.00	1.169
513.00	1.172
514.00	1.175
515.00	1.178
516.00	1.181
517.00	1.183
518.00	1.185
519.00	1.187
520.00	1.189
521.00	1.191
522.00	1.192
523.00	1.193
524.00	1.194
525.00	1.195
526.00	1.196
527.00	1.196
528.00	1.196
529.00	1.196
530.00	1.197
531.00	1.196
532.00	1.197
533.00	1.196
534.00	1.196
535.00	1.196
536.00	1.197
537.00	1.197
538.00	1.197
539.00	1.197
540.00	1.196
541.00	1.196
542.00	1.197
543.00	1.197
544.00	1.197
545.00	1.196
546.00	1.196
547.00	1.195
548.00	1.196
549.00	1.195
550.00	1.194
551.00	1.193
552.00	1.193
553.00	1.192
554.00	1.191
555.00	1.189
556.00	1.189
557.00	1.187
558.00	1.186
559.00	1.183
560.00	1.182
561.00	1.180
562.00	1.179
563.00	1.177
564.00	1.176
565.00	1.175
566.00	1.173
567.00	1.172
568.00	1.171
569.00	1.171
570.00	1.171
571.00	1.169
572.00	1.166
573.00	1.161
574.00	1.158
575.00	1.153
576.00	1.150
577.00	1.147
578.00	1.142
579.00	1.139
580.00	1.326
581.00	1.321
582.00	1.316
583.00	1.309
584.00	1.303
585.00	1.296
586.00	1.289
587.00	1.283
588.00	1.275
589.00	1.269
590.00	1.261
591.00	1.254
592.00	1.246
593.00	1.238
594.00	1.229
595.00	1.220
596.00	1.210
597.00	1.201
598.00	1.190
599.00	1.179
600.00	1.169
601.00	1.159
602.00	1.149
603.00	1.138
604.00	1.128
605.00	1.118
606.00	1.108
607.00	1.096
608.00	1.086
609.00	1.078
610.00	1.068
611.00	1.057
612.00	1.047
613.00	1.037
614.00	1.027
615.00	1.017
616.00	1.006
617.00	0.998
618.00	0.987
619.00	0.978
620.00	0.969
621.00	0.960
622.00	0.950
623.00	0.941
624.00	0.932
625.00	0.923
626.00	0.914
627.00	0.905
628.00	0.896
629.00	0.888
630.00	0.880
631.00	0.871
632.00	0.863
633.00	0.855
634.00	0.847
635.00	0.838
636.00	0.830
637.00	0.823
638.00	0.816
639.00	0.808
640.00	0.801
641.00	0.794
642.00	0.787
643.00	0.779
644.00	0.772
645.00	0.765
646.00	0.758
647.00	0.751
648.00	0.743
649.00	0.737
650.00	0.730
651.00	0.722
652.00	0.715
653.00	0.709
654.00	0.701
655.00	0.694
656.00	0.687
657.00	0.680
658.00	0.673
659.00	0.666
660.00	0.656
661.00	0.649
662.00	0.642
663.00	0.634
664.00	0.628
665.00	0.621
666.00	0.614
667.00	0.607
668.00	0.600
669.00	0.593
670.00	0.585
671.00	0.578
672.00	0.571
673.00	0.565
674.00	0.557
675.00	0.550
676.00	0.544
677.00	0.537
678.00	0.530
679.00	0.523
680.00	0.516
681.00	0.509
682.00	0.503
683.00	0.494
684.00	0.489
685.00	0.482
686.00	0.476
687.00	0.469
688.00	0.462
689.00	0.457
690.00	0.451
691.00	0.444
692.00	0.439
693.00	0.434
694.00	0.428
695.00	0.423
696.00	0.417
697.00	0.412
698.00	0.407
699.00	0.402
700.00	0.397
701.00	0.393
702.00	0.388
703.00	0.383
704.00	0.378
705.00	0.375
706.00	0.370
707.00	0.364
708.00	0.361
709.00	0.357
710.00	0.352
711.00	0.347
712.00	0.344
713.00	0.339
714.00	0.335
715.00	0.332
716.00	0.328
717.00	0.325
718.00	0.321
719.00	0.318
720.00	0.315
721.00	0.313
722.00	0.310
723.00	0.307
724.00	0.305
725.00	0.304
726.00	0.301
727.00	0.299
728.00	0.297
729.00	0.295
730.00	0.294
731.00	0.291
732.00	0.290
733.00	0.287
734.00	0.285
735.00	0.284
736.00	0.281
737.00	0.279
738.00	0.278
739.00	0.275
740.00	0.273
741.00	0.272
742.00	0.269
743.00	0.267
744.00	0.265
745.00	0.263
746.00	0.261
747.00	0.260
748.00	0.258
749.00	0.257
750.00	0.255
751.00	0.255
752.00	0.253
753.00	0.254
754.00	0.252
755.00	0.253
756.00	0.253
757.00	0.252
758.00	0.252
759.00	0.251
760.00	0.250
761.00	0.252
762.00	0.252
763.00	0.250
764.00	0.251
765.00	0.250
766.00	0.250
767.00	0.249
768.00	0.248
769.00	0.247
770.00	0.246
771.00	0.245
772.00	0.245
773.00	0.243
774.00	0.240
775.00	0.241
776.00	0.239
777.00	0.239
778.00	0.237
779.00	0.236
780.00	0.236
781.00	0.234
782.00	0.235
783.00	0.234
784.00	0.233
785.00	0.234
786.00	0.234
787.00	0.233
788.00	0.233
789.00	0.233
790.00	0.233
791.00	0.235
792.00	0.234
793.00	0.235
794.00	0.237
795.00	0.237
