Batch	scan006.sre
UV540 113302	None
tur01 Cycle01	08/11/2022 16:01:36PM
nm	A
200.00	3.719
201.00	3.345
202.00	3.476
203.00	3.636
204.00	3.697
205.00	3.561
206.00	3.695
207.00	3.851
208.00	3.623
209.00	3.548
210.00	3.670
211.00	3.606
212.00	3.735
213.00	3.670
214.00	3.745
215.00	3.701
216.00	3.680
217.00	3.664
218.00	3.587
219.00	3.650
220.00	3.633
221.00	3.646
222.00	3.670
223.00	3.710
224.00	3.614
225.00	3.565
226.00	3.585
227.00	3.609
228.00	3.616
229.00	3.629
230.00	3.597
231.00	3.569
232.00	3.583
233.00	3.570
234.00	3.616
235.00	3.629
236.00	3.623
237.00	3.597
238.00	3.636
239.00	3.609
240.00	3.625
241.00	3.614
242.00	3.597
243.00	3.602
244.00	3.642
245.00	3.597
246.00	3.616
247.00	3.642
248.00	3.588
249.00	3.593
250.00	3.604
251.00	3.606
252.00	3.595
253.00	3.607
254.00	3.648
255.00	3.600
256.00	3.592
257.00	3.592
258.00	3.599
259.00	3.618
260.00	3.674
261.00	3.588
262.00	3.597
263.00	3.597
264.00	3.604
265.00	3.611
266.00	3.604
267.00	3.620
268.00	3.660
269.00	3.640
270.00	3.613
271.00	3.606
272.00	3.606
273.00	3.664
274.00	3.629
275.00	3.650
276.00	3.688
277.00	3.622
278.00	3.622
279.00	3.688
280.00	3.680
281.00	3.640
282.00	3.668
283.00	3.682
284.00	3.690
285.00	3.701
286.00	3.695
287.00	3.712
288.00	3.759
289.00	3.728
290.00	3.724
291.00	3.728
292.00	3.788
293.00	3.712
294.00	3.772
295.00	3.783
296.00	3.757
297.00	3.807
298.00	3.785
299.00	3.785
300.00	3.799
301.00	3.777
302.00	3.752
303.00	3.799
304.00	3.757
305.00	3.757
306.00	3.799
307.00	3.775
308.00	3.752
309.00	3.745
310.00	3.775
311.00	3.721
312.00	3.770
313.00	3.804
314.00	3.754
315.00	3.738
316.00	3.750
317.00	3.701
318.00	3.668
319.00	3.670
320.00	3.662
321.00	3.664
322.00	3.638
323.00	3.633
324.00	3.604
325.00	3.658
326.00	3.583
327.00	3.524
328.00	3.521
329.00	3.474
330.00	3.437
331.00	3.393
332.00	3.365
333.00	3.306
334.00	3.293
335.00	3.240
336.00	3.197
337.00	3.144
338.00	3.085
339.00	3.022
340.00	2.978
341.00	2.923
342.00	2.881
343.00	2.837
344.00	2.786
345.00	2.725
346.00	2.684
347.00	2.625
348.00	2.576
349.00	2.526
350.00	2.472
351.00	2.428
352.00	2.385
353.00	2.331
354.00	2.280
355.00	2.233
356.00	2.188
357.00	2.141
358.00	2.096
359.00	2.054
360.00	2.010
361.00	1.966
362.00	1.926
363.00	1.885
364.00	1.846
365.00	1.805
366.00	1.771
367.00	1.731
368.00	1.695
369.00	1.658
370.00	1.620
371.00	1.587
372.00	1.549
373.00	1.517
374.00	1.482
375.00	1.451
