Batch	scan006.sre
376.00	1.422
377.00	1.391
378.00	1.362
379.00	1.333
380.00	1.305
381.00	1.277
382.00	1.252
383.00	1.226
384.00	1.202
385.00	1.178
386.00	1.155
387.00	1.131
388.00	1.107
389.00	1.085
390.00	1.063
391.00	1.042
392.00	1.022
393.00	1.000
394.00	0.982
395.00	0.964
396.00	0.945
397.00	0.926
398.00	0.909
399.00	0.892
400.00	0.872
401.00	0.857
402.00	0.842
403.00	0.826
404.00	0.809
405.00	0.794
406.00	0.781
407.00	0.766
408.00	0.751
409.00	0.737
410.00	0.723
411.00	0.708
412.00	0.695
413.00	0.684
414.00	0.671
415.00	0.661
416.00	0.648
417.00	0.636
418.00	0.624
419.00	0.614
420.00	0.604
421.00	0.593
422.00	0.584
423.00	0.574
424.00	0.563
425.00	0.553
426.00	0.544
427.00	0.534
428.00	0.528
429.00	0.516
430.00	0.509
431.00	0.499
432.00	0.494
433.00	0.481
434.00	0.474
435.00	0.468
436.00	0.459
437.00	0.453
438.00	0.445
439.00	0.436
440.00	0.431
441.00	0.425
442.00	0.419
443.00	0.411
444.00	0.405
445.00	0.398
446.00	0.393
447.00	0.384
448.00	0.380
449.00	0.373
450.00	0.367
451.00	0.362
452.00	0.357
453.00	0.350
454.00	0.344
455.00	0.338
456.00	0.330
457.00	0.327
458.00	0.320
459.00	0.313
460.00	0.308
461.00	0.303
462.00	0.297
463.00	0.291
464.00	0.286
465.00	0.282
466.00	0.276
467.00	0.271
468.00	0.264
469.00	0.260
470.00	0.254
471.00	0.250
472.00	0.246
473.00	0.242
474.00	0.240
475.00	0.233
476.00	0.227
477.00	0.224
478.00	0.217
479.00	0.216
480.00	0.210
481.00	0.209
482.00	0.204
483.00	0.203
484.00	0.198
485.00	0.193
486.00	0.191
487.00	0.188
488.00	0.184
489.00	0.181
490.00	0.179
491.00	0.175
492.00	0.172
493.00	0.168
494.00	0.167
495.00	0.162
496.00	0.161
497.00	0.159
498.00	0.157
499.00	0.155
500.00	0.152
501.00	0.150
502.00	0.147
503.00	0.144
504.00	0.143
505.00	0.140
506.00	0.138
507.00	0.136
508.00	0.134
509.00	0.133
510.00	0.131
511.00	0.128
512.00	0.126
513.00	0.125
514.00	0.123
515.00	0.123
516.00	0.119
517.00	0.119
518.00	0.117
519.00	0.116
520.00	0.115
521.00	0.112
522.00	0.112
523.00	0.110
524.00	0.109
525.00	0.106
526.00	0.106
527.00	0.107
528.00	0.104
529.00	0.102
530.00	0.102
531.00	0.100
532.00	0.099
533.00	0.097
534.00	0.097
535.00	0.095
536.00	0.094
537.00	0.093
538.00	0.094
539.00	0.092
540.00	0.089
541.00	0.088
542.00	0.090
543.00	0.088
544.00	0.088
545.00	0.085
546.00	0.085
547.00	0.086
548.00	0.084
549.00	0.082
550.00	0.082
551.00	0.081
552.00	0.081
553.00	0.079
554.00	0.079
555.00	0.079
556.00	0.076
557.00	0.076
558.00	0.076
559.00	0.075
560.00	0.074
561.00	0.073
562.00	0.075
563.00	0.074
564.00	0.071
565.00	0.072
566.00	0.071
567.00	0.069
568.00	0.070
569.00	0.069
570.00	0.069
571.00	0.068
572.00	0.068
573.00	0.067
574.00	0.066
575.00	0.066
576.00	0.066
577.00	0.066
578.00	0.064
579.00	0.062
580.00	0.062
581.00	0.062
582.00	0.062
583.00	0.059
584.00	0.061
585.00	0.060
586.00	0.058
587.00	0.057
588.00	0.059
589.00	0.058
590.00	0.058
591.00	0.057
592.00	0.057
593.00	0.057
594.00	0.056
595.00	0.054
596.00	0.055
597.00	0.054
598.00	0.054
599.00	0.054
600.00	0.054
601.00	0.055
602.00	0.052
603.00	0.051
604.00	0.052
605.00	0.051
606.00	0.052
607.00	0.049
608.00	0.051
609.00	0.049
610.00	0.049
611.00	0.049
612.00	0.048
613.00	0.049
614.00	0.047
615.00	0.048
616.00	0.048
617.00	0.048
618.00	0.047
619.00	0.046
620.00	0.046
621.00	0.045
622.00	0.046
623.00	0.046
624.00	0.044
625.00	0.043
626.00	0.045
627.00	0.045
628.00	0.044
629.00	0.043
630.00	0.043
631.00	0.043
632.00	0.042
633.00	0.041
634.00	0.042
635.00	0.042
636.00	0.040
637.00	0.041
638.00	0.041
639.00	0.041
640.00	0.040
641.00	0.040
642.00	0.040
643.00	0.040
644.00	0.038
645.00	0.038
646.00	0.038
647.00	0.038
648.00	0.036
649.00	0.038
650.00	0.038
651.00	0.037
652.00	0.037
653.00	0.036
654.00	0.037
655.00	0.036
656.00	0.036
657.00	0.036
658.00	0.036
659.00	0.035
660.00	0.035
661.00	0.035
662.00	0.035
663.00	0.034
664.00	0.034
665.00	0.034
666.00	0.034
667.00	0.034
668.00	0.033
669.00	0.034
670.00	0.033
671.00	0.032
672.00	0.032
673.00	0.033
674.00	0.033
675.00	0.031
676.00	0.033
677.00	0.031
678.00	0.032
679.00	0.032
680.00	0.031
681.00	0.032
682.00	0.031
683.00	0.031
684.00	0.031
685.00	0.030
686.00	0.029
687.00	0.029
688.00	0.031
689.00	0.029
690.00	0.029
691.00	0.029
692.00	0.029
693.00	0.029
694.00	0.029
695.00	0.028
696.00	0.028
697.00	0.029
698.00	0.028
699.00	0.027
700.00	0.028
701.00	0.026
702.00	0.028
703.00	0.027
704.00	0.026
705.00	0.026
706.00	0.026
707.00	0.027
708.00	0.027
709.00	0.026
710.00	0.027
711.00	0.027
712.00	0.025
713.00	0.026
714.00	0.027
715.00	0.026
716.00	0.025
717.00	0.026
718.00	0.026
719.00	0.025
720.00	0.024
721.00	0.025
722.00	0.025
723.00	0.026
724.00	0.024
725.00	0.025
726.00	0.025
727.00	0.023
728.00	0.023
729.00	0.023
730.00	0.023
731.00	0.024
732.00	0.022
733.00	0.023
734.00	0.025
735.00	0.022
736.00	0.022
737.00	0.022
738.00	0.023
739.00	0.023
740.00	0.021
741.00	0.022
742.00	0.021
743.00	0.022
744.00	0.022
745.00	0.021
746.00	0.021
747.00	0.022
748.00	0.021
749.00	0.020
750.00	0.021
751.00	0.021
752.00	0.020
753.00	0.019
754.00	0.022
755.00	0.021
756.00	0.021
757.00	0.020
758.00	0.019
759.00	0.020
760.00	0.020
761.00	0.019
762.00	0.018
763.00	0.019
764.00	0.019
765.00	0.019
766.00	0.017
767.00	0.018
768.00	0.018
769.00	0.019
770.00	0.016
771.00	0.018
772.00	0.019
773.00	0.017
774.00	0.017
775.00	0.019
776.00	0.019
777.00	0.019
778.00	0.017
779.00	0.019
780.00	0.018
781.00	0.017
782.00	0.017
783.00	0.017
784.00	0.018
785.00	0.017
786.00	0.018
787.00	0.017
788.00	0.017
789.00	0.016
790.00	0.017
791.00	0.016
792.00	0.017
793.00	0.017
794.00	0.017
795.00	0.015
796.00	0.017
797.00	0.018
798.00	0.017
799.00	0.016
800.00	0.018
