Batch	SentiGlass_14Nov013.sre
Evolution 600 288002	100%T Baseline Correction
Sample001 Cycle01	14/11/2022 11:21:42AM
nm	A
200.00	XXX.XXX
201.00	XXX.XXX
202.00	XXX.XXX
203.00	XXX.XXX
204.00	XXX.XXX
205.00	XXX.XXX
206.00	XXX.XXX
207.00	XXX.XXX
208.00	XXX.XXX
209.00	XXX.XXX
210.00	XXX.XXX
211.00	XXX.XXX
212.00	XXX.XXX
213.00	XXX.XXX
214.00	XXX.XXX
215.00	XXX.XXX
216.00	XXX.XXX
217.00	XXX.XXX
218.00	XXX.XXX
219.00	XXX.XXX
220.00	XXX.XXX
221.00	XXX.XXX
222.00	XXX.XXX
223.00	XXX.XXX
224.00	XXX.XXX
225.00	XXX.XXX
226.00	XXX.XXX
227.00	XXX.XXX
228.00	XXX.XXX
229.00	XXX.XXX
230.00	XXX.XXX
231.00	XXX.XXX
232.00	XXX.XXX
233.00	XXX.XXX
234.00	XXX.XXX
235.00	XXX.XXX
236.00	XXX.XXX
237.00	XXX.XXX
238.00	XXX.XXX
239.00	XXX.XXX
240.00	XXX.XXX
241.00	XXX.XXX
242.00	XXX.XXX
243.00	XXX.XXX
244.00	XXX.XXX
245.00	XXX.XXX
246.00	XXX.XXX
247.00	XXX.XXX
248.00	XXX.XXX
249.00	XXX.XXX
250.00	XXX.XXX
251.00	XXX.XXX
252.00	XXX.XXX
253.00	XXX.XXX
254.00	XXX.XXX
255.00	XXX.XXX
256.00	XXX.XXX
257.00	XXX.XXX
258.00	XXX.XXX
259.00	XXX.XXX
260.00	XXX.XXX
261.00	XXX.XXX
262.00	XXX.XXX
263.00	XXX.XXX
264.00	XXX.XXX
265.00	XXX.XXX
266.00	XXX.XXX
267.00	XXX.XXX
268.00	XXX.XXX
269.00	XXX.XXX
270.00	XXX.XXX
271.00	XXX.XXX
272.00	XXX.XXX
273.00	XXX.XXX
274.00	XXX.XXX
275.00	XXX.XXX
276.00	XXX.XXX
277.00	XXX.XXX
278.00	XXX.XXX
279.00	XXX.XXX
280.00	XXX.XXX
281.00	XXX.XXX
282.00	XXX.XXX
283.00	XXX.XXX
284.00	XXX.XXX
285.00	XXX.XXX
286.00	XXX.XXX
287.00	XXX.XXX
288.00	XXX.XXX
289.00	XXX.XXX
290.00	XXX.XXX
291.00	XXX.XXX
292.00	XXX.XXX
293.00	XXX.XXX
294.00	XXX.XXX
295.00	XXX.XXX
296.00	XXX.XXX
297.00	XXX.XXX
298.00	XXX.XXX
299.00	XXX.XXX
300.00	XXX.XXX
301.00	XXX.XXX
302.00	XXX.XXX
303.00	XXX.XXX
304.00	XXX.XXX
305.00	XXX.XXX
306.00	XXX.XXX
307.00	XXX.XXX
308.00	XXX.XXX
309.00	XXX.XXX
310.00	XXX.XXX
311.00	4.493
312.00	4.986
313.00	3.817
314.00	3.792
315.00	3.454
316.00	3.355
317.00	3.204
318.00	3.086
319.00	2.996
320.00	2.940
321.00	2.878
322.00	2.839
323.00	2.779
324.00	2.735
325.00	2.551
326.00	2.541
327.00	2.509
328.00	2.482
329.00	2.465
330.00	2.433
331.00	2.411
332.00	2.391
333.00	2.360
334.00	2.327
335.00	2.308
336.00	2.286
337.00	2.252
338.00	2.210
339.00	2.162
340.00	2.104
341.00	2.056
342.00	1.995
343.00	1.932
344.00	1.865
345.00	1.798
346.00	1.727
347.00	1.656
348.00	1.586
349.00	1.518
350.00	1.452
351.00	1.388
352.00	1.322
353.00	1.260
354.00	1.201
355.00	1.143
356.00	1.091
357.00	1.041
358.00	0.998
359.00	0.951
360.00	0.916
361.00	0.878
362.00	0.847
363.00	0.817
364.00	0.791
365.00	0.766
366.00	0.747
367.00	0.723
368.00	0.707
369.00	0.689
370.00	0.673
371.00	0.660
372.00	0.647
373.00	0.635
374.00	0.626
375.00	0.617
376.00	0.607
377.00	0.598
378.00	0.588
379.00	0.579
380.00	0.568
381.00	0.561
382.00	0.553
383.00	0.545
384.00	0.537
385.00	0.530
386.00	0.523
387.00	0.514
388.00	0.510
389.00	0.502
390.00	0.495
391.00	0.489
392.00	0.482
393.00	0.479
394.00	0.471
395.00	0.464
396.00	0.458
397.00	0.454
398.00	0.449
399.00	0.444
400.00	0.440
401.00	0.434
402.00	0.428
403.00	0.424
404.00	0.421
405.00	0.416
406.00	0.412
407.00	0.407
408.00	0.403
409.00	0.399
410.00	0.395
411.00	0.391
412.00	0.377
413.00	0.373
414.00	0.368
415.00	0.366
416.00	0.359
417.00	0.358
418.00	0.356
419.00	0.351
420.00	0.349
421.00	0.343
422.00	0.341
423.00	0.338
424.00	0.336
425.00	0.331
426.00	0.327
427.00	0.325
428.00	0.322
429.00	0.322
430.00	0.317
431.00	0.316
432.00	0.312
433.00	0.310
434.00	0.307
435.00	0.299
436.00	0.303
437.00	0.297
438.00	0.294
439.00	0.292
440.00	0.290
441.00	0.286
442.00	0.282
443.00	0.283
444.00	0.278
445.00	0.275
446.00	0.274
447.00	0.272
448.00	0.268
449.00	0.269
450.00	0.264
451.00	0.264
452.00	0.260
453.00	0.257
454.00	0.253
455.00	0.253
456.00	0.248
457.00	0.247
458.00	0.247
459.00	0.242
460.00	0.239
461.00	0.237
462.00	0.233
463.00	0.235
464.00	0.230
465.00	0.227
466.00	0.224
467.00	0.223
468.00	0.221
469.00	0.216
470.00	0.213
471.00	0.213
472.00	0.207
473.00	0.208
474.00	0.204
475.00	0.202
476.00	0.204
477.00	0.199
478.00	0.197
479.00	0.197
480.00	0.195
481.00	0.191
482.00	0.189
483.00	0.191
484.00	0.186
485.00	0.187
486.00	0.184
487.00	0.180
488.00	0.183
489.00	0.181
490.00	0.178
491.00	0.179
492.00	0.175
493.00	0.176
494.00	0.174
495.00	0.171
496.00	0.173
497.00	0.170
498.00	0.170
499.00	0.166
500.00	0.165
501.00	0.164
502.00	0.164
503.00	0.160
504.00	0.159
505.00	0.159
506.00	0.158
507.00	0.158
508.00	0.157
509.00	0.155
510.00	0.153
511.00	0.155
512.00	0.159
513.00	0.156
514.00	0.156
515.00	0.154
516.00	0.153
517.00	0.154
518.00	0.151
519.00	0.152
520.00	0.149
521.00	0.146
522.00	0.149
523.00	0.147
524.00	0.147
525.00	0.147
526.00	0.146
527.00	0.143
528.00	0.144
529.00	0.141
530.00	0.141
531.00	0.138
532.00	0.136
533.00	0.135
534.00	0.132
535.00	0.132
536.00	0.129
537.00	0.128
538.00	0.129
539.00	0.129
540.00	0.126
541.00	0.123
542.00	0.124
543.00	0.123
544.00	0.122
545.00	0.123
546.00	0.121
547.00	0.118
548.00	0.118
549.00	0.115
550.00	0.116
551.00	0.114
552.00	0.112
553.00	0.108
554.00	0.107
555.00	0.107
556.00	0.107
557.00	0.105
558.00	0.105
559.00	0.101
560.00	0.102
561.00	0.100
562.00	0.098
563.00	0.097
564.00	0.098
565.00	0.095
566.00	0.096
567.00	0.097
568.00	0.095
569.00	0.092
570.00	0.093
571.00	0.090
572.00	0.090
573.00	0.089
574.00	0.086
575.00	0.087
576.00	0.083
577.00	0.082
578.00	0.084
579.00	0.082
580.00	0.082
581.00	0.080
582.00	0.081
583.00	0.077
584.00	0.078
585.00	0.081
586.00	0.078
587.00	0.077
588.00	0.075
589.00	0.076
590.00	0.076
591.00	0.074
592.00	0.074
593.00	0.072
594.00	0.069
595.00	0.071
596.00	0.068
597.00	0.069
598.00	0.066
599.00	0.070
600.00	0.066
601.00	0.065
602.00	0.063
603.00	0.064
604.00	0.063
605.00	0.063
606.00	0.064
607.00	0.062
608.00	0.062
609.00	0.059
610.00	0.060
611.00	0.060
612.00	0.061
613.00	0.059
614.00	0.056
615.00	0.059
616.00	0.057
617.00	0.056
618.00	0.057
619.00	0.056
620.00	0.055
621.00	0.052
622.00	0.055
623.00	0.053
624.00	0.051
625.00	0.051
626.00	0.052
627.00	0.050
628.00	0.050
629.00	0.048
630.00	0.048
631.00	0.050
632.00	0.050
633.00	0.050
634.00	0.048
635.00	0.048
636.00	0.046
637.00	0.043
638.00	0.047
639.00	0.045
640.00	0.046
641.00	0.044
642.00	0.044
643.00	0.044
644.00	0.043
645.00	0.044
646.00	0.042
647.00	0.041
648.00	0.042
649.00	0.040
650.00	0.042
651.00	0.037
652.00	0.040
653.00	0.041
654.00	0.039
655.00	0.040
656.00	0.039
657.00	0.036
658.00	0.036
659.00	0.039
660.00	0.039
661.00	0.038
662.00	0.037
663.00	0.037
664.00	0.037
665.00	0.038
666.00	0.038
667.00	0.033
668.00	0.036
669.00	0.036
670.00	0.037
671.00	0.034
672.00	0.034
673.00	0.033
674.00	0.034
675.00	0.033
676.00	0.035
677.00	0.032
678.00	0.033
679.00	0.031
680.00	0.031
681.00	0.032
682.00	0.035
683.00	0.034
684.00	0.033
685.00	0.032
686.00	0.034
687.00	0.031
688.00	0.032
689.00	0.031
690.00	0.032
691.00	0.033
692.00	0.033
693.00	0.031
694.00	0.030
695.00	0.030
696.00	0.031
697.00	0.028
698.00	0.028
699.00	0.029
700.00	0.028
701.00	0.025
702.00	0.027
703.00	0.025
704.00	0.026
705.00	0.022
706.00	0.024
707.00	0.023
708.00	0.023
709.00	0.020
710.00	0.018
711.00	0.021
712.00	0.019
713.00	0.017
714.00	0.018
715.00	0.018
716.00	0.018
717.00	0.017
718.00	0.017
719.00	0.014
720.00	0.015
721.00	0.017
722.00	0.014
723.00	0.014
724.00	0.013
725.00	0.012
726.00	0.011
727.00	0.015
728.00	0.009
729.00	0.012
730.00	0.013
731.00	0.013
732.00	0.011
733.00	0.012
734.00	0.013
735.00	0.012
736.00	0.011
737.00	0.010
738.00	0.011
739.00	0.014
740.00	0.011
741.00	0.010
742.00	0.011
743.00	0.012
744.00	0.013
745.00	0.011
746.00	0.013
747.00	0.013
748.00	0.011
749.00	0.012
750.00	0.009
751.00	0.010
752.00	0.011
753.00	0.010
754.00	0.009
755.00	0.012
756.00	0.009
757.00	0.008
758.00	0.011
759.00	0.008
760.00	0.009
761.00	0.007
762.00	0.003
763.00	0.006
764.00	0.006
765.00	0.005
766.00	0.008
767.00	0.007
768.00	0.007
769.00	0.004
770.00	0.007
771.00	0.004
772.00	0.006
773.00	0.006
774.00	0.006
775.00	0.006
776.00	0.006
777.00	0.007
778.00	0.008
779.00	0.008
780.00	0.009
781.00	0.007
782.00	0.007
783.00	0.010
784.00	0.008
785.00	0.008
786.00	0.006
787.00	0.007
788.00	0.010
789.00	0.007
790.00	0.005
791.00	0.006
792.00	0.007
793.00	0.004
794.00	0.003
795.00	0.010
796.00	0.005
797.00	0.004
798.00	0.006
799.00	0.001
800.00	0.003
