Batch	scan004.sre
406.00	0.408
407.00	0.401
408.00	0.402
409.00	0.396
410.00	0.396
411.00	0.392
412.00	0.391
413.00	0.387
414.00	0.385
415.00	0.382
416.00	0.377
417.00	0.377
418.00	0.373
419.00	0.374
420.00	0.371
421.00	0.369
422.00	0.366
423.00	0.366
424.00	0.362
425.00	0.360
426.00	0.358
427.00	0.356
428.00	0.354
429.00	0.352
430.00	0.353
431.00	0.350
432.00	0.346
433.00	0.346
434.00	0.342
435.00	0.344
436.00	0.341
437.00	0.337
438.00	0.336
439.00	0.331
440.00	0.332
441.00	0.330
442.00	0.333
443.00	0.326
444.00	0.326
445.00	0.325
446.00	0.324
447.00	0.323
448.00	0.321
449.00	0.316
450.00	0.316
451.00	0.312
452.00	0.312
453.00	0.308
454.00	0.310
455.00	0.306
456.00	0.306
457.00	0.307
458.00	0.302
459.00	0.301
460.00	0.299
461.00	0.297
462.00	0.297
463.00	0.295
464.00	0.297
465.00	0.294
466.00	0.292
467.00	0.290
468.00	0.289
469.00	0.287
470.00	0.286
471.00	0.284
472.00	0.284
473.00	0.280
474.00	0.280
475.00	0.280
476.00	0.281
477.00	0.280
478.00	0.277
479.00	0.275
480.00	0.273
481.00	0.274
482.00	0.272
483.00	0.271
484.00	0.267
485.00	0.268
486.00	0.269
487.00	0.267
488.00	0.266
489.00	0.266
490.00	0.263
491.00	0.262
492.00	0.261
493.00	0.260
494.00	0.261
495.00	0.261
496.00	0.258
497.00	0.258
498.00	0.258
499.00	0.256
500.00	0.256
501.00	0.255
502.00	0.253
503.00	0.253
504.00	0.252
505.00	0.248
506.00	0.249
507.00	0.248
508.00	0.250
509.00	0.246
510.00	0.248
511.00	0.247
512.00	0.247
513.00	0.244
514.00	0.246
515.00	0.243
516.00	0.241
517.00	0.243
518.00	0.241
519.00	0.242
520.00	0.240
521.00	0.241
522.00	0.241
523.00	0.239
524.00	0.240
525.00	0.237
526.00	0.238
527.00	0.239
528.00	0.237
529.00	0.237
530.00	0.234
531.00	0.231
532.00	0.236
533.00	0.234
534.00	0.234
535.00	0.231
536.00	0.231
537.00	0.230
538.00	0.230
539.00	0.227
540.00	0.228
541.00	0.227
542.00	0.229
543.00	0.228
544.00	0.227
545.00	0.228
546.00	0.225
547.00	0.228
548.00	0.226
549.00	0.225
550.00	0.225
551.00	0.223
552.00	0.222
553.00	0.223
554.00	0.220
555.00	0.222
556.00	0.221
557.00	0.220
558.00	0.218
559.00	0.220
560.00	0.219
561.00	0.217
562.00	0.217
563.00	0.217
564.00	0.216
565.00	0.217
566.00	0.214
567.00	0.217
568.00	0.215
569.00	0.214
570.00	0.216
571.00	0.215
572.00	0.216
573.00	0.211
574.00	0.213
575.00	0.211
576.00	0.212
577.00	0.209
578.00	0.208
579.00	0.212
580.00	0.211
581.00	0.209
582.00	0.210
583.00	0.208
584.00	0.207
585.00	0.206
586.00	0.207
587.00	0.206
588.00	0.206
589.00	0.205
590.00	0.205
591.00	0.206
592.00	0.204
593.00	0.207
594.00	0.203
595.00	0.203
596.00	0.203
597.00	0.203
598.00	0.203
599.00	0.201
600.00	0.200
